ID;Name;NeOn ODP;Formalization;Example;OWL constructs;Expressivity
 LSP-SC-PW-EN;"Lexico Syntactic ODPs corresponding to SubclassOf ""or"" Simple Part-Whole relation ODPs";LP-SC-01;NP<class> include [(NP<class >,)* and] NP<class>;Arthropods include insects, crustaceans, spiders, scorpions, and centipedes;Class (Thing, Nothing), subClassOf;ALEI
 LSP-SC-PW-EN;"Lexico Syntactic ODPs corresponding to SubclassOf ""or"" Simple Part-Whole relation ODPs";CP-PW-01;NP<class> include [(NP<class >,)* and] NP<class>;Arthropods include insects, crustaceans, spiders, scorpions, and centipedes;Class (Thing, Nothing),  subclassof, someValuesOf, inverseOf;ALEI
 LSP-SC-PW-EN;"Lexico Syntactic ODPs corresponding to SubclassOf ""or"" Simple Part-Whole relation ODPs";LP-SC-01 ;NP<class> be divided | separate in | into [CN] [(NP<class >,)* and] NP<class>;Seed producing plants are divided into angiosperms and gymnosperms;Class (Thing, Nothing), subClassOf;ALEI
 LSP-SC-PW-EN;"Lexico Syntactic ODPs corresponding to SubclassOf ""or"" Simple Part-Whole relation ODPs";CP-PW-01;NP<class> be divided | separate in | into [CN] [(NP<class >,)* and] NP<class>;Seed producing plants are divided into angiosperms and gymnosperms;Class (Thing, Nothing), subClassOf, someValuesOf, inverseOf;ALEI
 LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;NP<class> have NP<class>;Birds have feathers;Class (Thing, Nothing), ObjectProperty someValuesOf;ALE
 LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";NP<class> have NP<class>;Birds have feathers;Class (Thing, Nothing), DatatypeProperty, someValuesOf;ALE(D)
 LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";NP<class> have NP<class>;Birds have feathers;Class (Thing, Nothing), ObjectProperty someValuesOf, inverseof;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-PW-01 ;[(NP<part>,)* and] NP<part> PART NP<whole>;Proteins form part of the cell membrane;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CONS-01 ";[(NP<part>,)* and] NP<part> PART NP<whole>;Proteins form part of the cell membrane;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-COM-01 ;[(NP<part>,)* and] NP<part> PART NP<whole>;Proteins form part of the cell membrane;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CE-01";[(NP<part>,)* and] NP<part> PART NP<whole>;Proteins form part of the cell membrane;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-PW-01 ;NP<whole> PART [(NP<part>,)* and] NP<part>;Most clays consist of flat particles;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CONS-01";NP<whole> PART [(NP<part>,)* and] NP<part>;Most clays consist of flat particles;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-COM-01 ";NP<whole> PART [(NP<part>,)* and] NP<part>;Most clays consist of flat particles;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CE-01";NP<whole> PART [(NP<part>,)* and] NP<part>;Most clays consist of flat particles;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-PW-01 ;NP<whole> be PART [CD] CN-PART [PARA] [(NP<part>,)* and] NP<part>;A state machine workflow is made up of a set of states, transitions, and actions;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CONS-01 ";NP<whole> be PART [CD] CN-PART [PARA] [(NP<part>,)* and] NP<part>;A state machine workflow is made up of a set of states, transitions, and actions;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-COM-01";NP<whole> be PART [CD] CN-PART [PARA] [(NP<part>,)* and] NP<part>;A state machine workflow is made up of a set of states, transitions, and actions;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CE-01";NP<whole> be PART [CD] CN-PART [PARA] [(NP<part>,)* and] NP<part>;A state machine workflow is made up of a set of states, transitions, and actions;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-PW-01 ;CN-PART NP<whole> be [PARA] [(NP<part>,)* and] NP<part>;The parts of a tree are the root, trunk(s), branches, twigs and leaves;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CONS-01 ";CN-PART NP<whole> be [PARA] [(NP<part>,)* and] NP<part>;The parts of a tree are the root, trunk(s), branches, twigs and leaves;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-COM-01 ";CN-PART NP<whole> be [PARA] [(NP<part>,)* and] NP<part>;The parts of a tree are the root, trunk(s), branches, twigs and leaves;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CE-01";CN-PART NP<whole> be [PARA] [(NP<part>,)* and] NP<part>;The parts of a tree are the root, trunk(s), branches, twigs and leaves;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-PW-01 ;NP<whole> include| (be divide in| into)| (be separate in| into)CD CN-PART [PARA] [(NP<part>,)* and] NP<part;The cerebrum is divided into two major parts: the right cerebral hemisphere and left cerebral hemisphere;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";"
CP-CONS-01";NP<whole> include| (be divide in| into)| (be separate in| into)CD CN-PART [PARA] [(NP<part>,)* and] NP<part;The cerebrum is divided into two major parts: the right cerebral hemisphere and left cerebral hemisphere;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-COM-01;NP<whole> include| (be divide in| into)| (be separate in| into)CD CN-PART [PARA] [(NP<part>,)* and] NP<part;The cerebrum is divided into two major parts: the right cerebral hemisphere and left cerebral hemisphere;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-PW-CONS-COM-CE-EN;"Lexico Syntactic ODPs corresponding to Simple Part-Whole relation ""or"" Constituency ""or"" Componency ""or"" Collection-Entity ODPs";CP-CE-01;NP<whole> include| (be divide in| into)| (be separate in| into)CD CN-PART [PARA] [(NP<part>,)* and] NP<part;The cerebrum is divided into two major parts: the right cerebral hemisphere and left cerebral hemisphere;Class (Thing, Nothing), ObjectProperty, inverseOf, someValuesOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;NP<resource1> have [(NP<resource>, )* and | or] NP<resource2>;Each interaction pattern has a name and a Web Resource address;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";NP<resource1> have [(NP<resource>, )* and | or] NP<resource2>;Each interaction pattern has a name and a Web Resource address;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";NP<resource1> have [(NP<resource>, )* and | or] NP<resource2>;Each interaction pattern has a name and a Web Resource address; rdfs:subClassOf, Class (Thing, Nothing);AL
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;NP<resource> VB NP<resource> shoud specified;In addition to the existing identifiers of a policy means for expressing a version of this policy should specified.;ObjectProperty,rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-DP-01;NP<resource> VB NP<resource> shoud specified;In addition to the existing identifiers of a policy means for expressing a version of this policy should specified.;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";CP-PW-01;NP<resource> VB NP<resource> shoud specified;In addition to the existing identifiers of a policy means for expressing a version of this policy should specified.;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;Which properties have NP<class1>?;Which properties has a shading device?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";Which properties have NP<class1>?;Which properties has a shading device?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";Which properties have NP<class1>?;Which properties has a shading device?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;Which | Can | Do [be] NP<resource> [REPRO] have [( NP<resource>,)* and] NP<resource>?;Which attributes can have a device?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";Which | Can | Do [be] NP<resource> [REPRO] have [( NP<resource>,)* and] NP<resource>?;Which attributes can have a device?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";Which | Can | Do [be] NP<resource> [REPRO] have [( NP<resource>,)* and] NP<resource>?;Which attributes can have a device?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;What | Which be NP<resource> PRON have  NP<resource>?;What is the set of datatypes that have a datatype quality X?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";What | Which be NP<resource> PRON have  NP<resource>?;What is the set of datatypes that have a datatype quality X?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-PW-01 ";What | Which be NP<resource> PRON have  NP<resource>?;What is the set of datatypes that have a datatype quality X?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;What | Where [be] NP<resource> [PREP] NP<resource> have | be [there]?;What achievements does a game have?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";What | Where [be] NP<resource> [PREP] NP<resource> have | be [there]?;What achievements does a game have?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";What | Where [be] NP<resource> [PREP] NP<resource> have | be [there]?;What achievements does a game have?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;How long NP<resource> have PREP?;How long has Jaguar been around?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";How long NP<resource> have PREP?;How long has Jaguar been around?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";How long NP<resource> have PREP?;How long has Jaguar been around?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;What | Which attribute [can] have NP<resource>?;Which attributes can have a device?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";What | Which attribute [can] have NP<resource>?;Which attributes can have a device?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";What | Which attribute [can] have NP<resource>?;Which attributes can have a device?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;NP<resource1> have [(NP<resource>,)* and | or] NP<resource2> PREP NP<resource3>;All organizations have the same roles in a partnership;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";NP<resource1> have [(NP<resource>,)* and | or] NP<resource2> PREP NP<resource3>;All organizations have the same roles in a partnership;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";NP<resource1> have [(NP<resource>,)* and | or] NP<resource2> PREP NP<resource3>;All organizations have the same roles in a partnership;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;NP<resource> NP<resource> provide NP<resource>;For a relativeTimePeriod constraint the rightOperand has to provide a time period as value.;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";NP<resource> NP<resource> provide NP<resource>;For a relativeTimePeriod constraint the rightOperand has to provide a time period as value.;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";NP<resource> NP<resource> provide NP<resource>;For a relativeTimePeriod constraint the rightOperand has to provide a time period as value.;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;(What be) | How [many] NP<resource> have NP<resource> [(PREP NP<resource>)*] PREP NP<resource>?;What consumable items does a player have in game?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";(What be) | How [many] NP<resource> have NP<resource> [(PREP NP<resource>)*] PREP NP<resource>?;What consumable items does a player have in game?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";(What be) | How [many] NP<resource> have NP<resource> [(PREP NP<resource>)*] PREP NP<resource>?;What consumable items does a player have in game?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;In how many NP<resource> do NP<resource> have NP<resource>?;In how many games does the player have all the achievements?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";In how many NP<resource> do NP<resource> have NP<resource>?;In how many games does the player have all the achievements?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";In how many NP<resource> do NP<resource> have NP<resource>?;In how many games does the player have all the achievements?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;How NP<resource> have NP<resource> PREP NP<resource>?;How big percentage of players have a certain item in the game?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";How NP<resource> have NP<resource> PREP NP<resource>?;How big percentage of players have a certain item in the game?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";How NP<resource> have NP<resource> PREP NP<resource>?;How big percentage of players have a certain item in the game?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
CP-PW-01";Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";LP-OP-01 ;Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;ObjectProperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-DP-01 ";Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;Datatypeproperty, rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom;ALE(D)
LSP-OP-DP-PW-EN;" Lexico Syntactic ODPs corresponding to Object Property ""or"" Datatype Property ""or"" Simple Part-Whole relation ODPs";"
LP-PW-01";Which [(NP<resource>,)* and] PREP NP<resource> have NP<resource> COMP?;Which capitals from the population center has a population density higher than x?;rdfs:subClassOf, Class (Thing, Nothing), someValuesFrom, inverseOf;ALEI
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;Examples of NP<class1> is | are [PARA] [(NP<resource1>, and)*]NP<resource2>;Examples of properties are temperature, energy or smoke;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;Examples of NP<class1> is | are [PARA] [(NP<resource1>, and)*]NP<resource2>;Examples of properties are temperature, energy or smoke;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;[(NP<resource1>,)* and] NP<resource2> is | are examples of NP<class>;Water or gas are examples of commodities;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;[(NP<resource1>,)* and] NP<resource2> is | are examples of NP<class>;Water or gas are examples of commodities;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;What type of NP<class> is <instance>?;What type of software is vsn?;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;What type of NP<class> is <instance>?;What type of software is vsn?;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;What type is NP<class> of?;What type is the item of?;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;What type is NP<class> of?;What type is the item of?;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;Is NP<resource1> NP<class>?;Is the output format of Spotfire proprietary?;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;Is NP<resource1> NP<class>?;Is the output format of Spotfire proprietary?;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;Which be NP<class> REPRO be NP<class>?;Which are the FFCC stations that are stopping places;Individual;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;LP-SC-01;Which be NP<class> REPRO be NP<class>?;Which are the FFCC stations that are stopping places;Class (Thing, Nothing),rdfs:subClassOf;AL
LSP-INST-SC-EN;Lexico Syntactic Pattern corresponding to Instance or Subclass definition;;What are the [possible] types of NP<resource1> [PREP NP<resource2>]?;What are the types of achievements in this game?;Individual;AL
